tweet_text,cyberbullying_type
Nobody wants you,Harassment
You have no friends,Harassment
You're alone,Harassment
They talk behind your back,Harassment
They all hate you,Harassment
You have no friends,Harassment
Everyone despises you,Harassment
Everyone avoids you,Harassment
You're alone,Harassment
Nobody cares about you,Harassment
People whisper about you,Harassment
Everyone thinks you're bad,Harassment
Nobody trusts you,Harassment
They reject you,Harassment
You're alone,Harassment
People whisper about you,Harassment
Nobody cares about you,Harassment
They reject you,Harassment
People whisper about you,Harassment
They reject you,Harassment
Nobody cares about you,Harassment
Nobody believes in you,Harassment
Everyone hates you,Harassment
Everyone hates you,Harassment
Everyone avoids you,Harassment
Nobody respects you,Harassment
Nobody respects you,Harassment
Nobody trusts you,Harassment
They reject you,Harassment
They talk behind your back,Harassment
They talk behind your back,Harassment
They laugh at you,Harassment
Nobody respects you,Harassment
They talk behind your back,Harassment
Everyone thinks you're bad,Harassment
You have no friends,Harassment
They talk behind your back,Harassment
You have no friends,Harassment
Everyone despises you,Harassment
Nobody trusts you,Harassment
Nobody believes in you,Harassment
They all hate you,Harassment
Everyone thinks you're bad,Harassment
Nobody trusts you,Harassment
Everyone thinks you're bad,Harassment
They talk behind your back,Harassment
They reject you,Harassment
Watch your back,Threat
You're done for,Threat
I'm stalking you,Threat
I'll break you,Threat
I'll break you,Threat
Kill yourself,Threat
I'm coming for you,Threat
I'll destroy you,Threat
Drop dead,Threat
Drop dead,Threat
You're finished,Threat
You're finished,Threat
You deserve pain,Threat
You'll pay for this,Threat
You deserve pain,Threat
You should die,Threat
You deserve pain,Threat
I'm stalking you,Threat
You'll regret this,Threat
You'll regret this,Threat
You'll regret this,Threat
You're finished,Threat
Watch your back,Threat
Your life is over,Threat
I'm coming for you,Threat
I'll break you,Threat
I'll break you,Threat
Kill yourself,Threat
Kill yourself,Threat
Drop dead,Threat
I hope you die,Threat
I'll find you,Threat
You'll lose everything,Threat
Your life is over,Threat
I'll destroy you,Threat
You deserve pain,Threat
You're finished,Threat
You're finished,Threat
I hope you die,Threat
I know where you live,Threat
You'll pay for this,Threat
You should die,Threat
You're finished,Threat
I'll break you,Threat
I'll find you,Threat
Watch your back,Threat
I'll hurt you,Threat
I know where you live,Threat
You're finished,Threat
I know where you live,Threat
You're finished,Threat
You should die,Threat
You should die,Threat
You deserve pain,Threat
I will end you,Threat
You'll lose everything,Threat
I know where you live,Threat
I know where you live,Threat
I'll find you,Threat
You'll regret this,Threat
I hope you die,Threat
I'll find you,Threat
You're finished,Threat
I'll destroy you,Threat
I'm coming for you,Threat
Drop dead,Threat
I'm coming for you,Threat
I know where you live,Threat
I'll break you,Threat
Drop dead,Threat
You're finished,Threat
Your life is over,Threat
You'll lose everything,Threat
I'll hurt you,Threat
Watch your back,Threat
I hope you die,Threat
I hope you die,Threat
You'll pay for this,Threat
You're finished,Threat
I'll hurt you,Threat
You'll lose everything,Threat
Watch your back,Threat
Kill yourself,Threat
Watch your back,Threat
Your life is over,Threat
I know where you live,Threat
Your life is over,Threat
I'm stalking you,Threat
Watch your back,Threat
You should die,Threat
I'll break you,Threat
I'm stalking you,Threat
You're done for,Threat
I know where you live,Threat
You'll regret this,Threat
I'm stalking you,Threat
You should die,Threat
You deserve pain,Threat
I'll break you,Threat
You're done for,Threat
I'm coming for you,Threat
I'll break you,Threat
I'll destroy you,Threat
I know where you live,Threat
You're finished,Threat
You're finished,Threat
You'll pay for this,Threat
Watch your back,Threat
Watch your back,Threat
I'll find you,Threat
I'm stalking you,Threat
You'll pay for this,Threat
I'm coming for you,Threat
You deserve pain,Threat
Watch your back,Threat
I hope you die,Threat
I'll break you,Threat
I'll hurt you,Threat
You'll regret this,Threat
I'm stalking you,Threat
You'll lose everything,Threat
I will end you,Threat
You'll pay for this,Threat
I'll find you,Threat
I'm stalking you,Threat
I'm coming for you,Threat
I'll break you,Threat
You should die,Threat
I will end you,Threat
I'm coming for you,Threat
You'll pay for this,Threat
I know where you live,Threat
You'll lose everything,Threat
I'll hurt you,Threat
I'll find you,Threat
I hope you die,Threat
You're done for,Threat
You'll regret this,Threat
You should die,Threat
You'll pay for this,Threat
I'll hurt you,Threat
I'm stalking you,Threat
You're done for,Threat
I'm stalking you,Threat
I'll destroy you,Threat
I'll break you,Threat
I will end you,Threat
I will end you,Threat
You deserve pain,Threat
You should die,Threat
Your life is over,Threat
Watch your back,Threat
I'm coming for you,Threat
I will end you,Threat
You should die,Threat
I know where you live,Threat
I'll break you,Threat
You deserve pain,Threat
I'm stalking you,Threat
You'll regret this,Threat
You'll regret this,Threat
I know where you live,Threat
You'll regret this,Threat
Kill yourself,Threat
You should die,Threat
I hope you die,Threat
Drop dead,Threat
I will end you,Threat
You'll pay for this,Threat
You deserve pain,Threat
You should die,Threat
You'll regret this,Threat
I know where you live,Threat
You deserve pain,Threat
You'll regret this,Threat
You'll lose everything,Threat
I know where you live,Threat
You're finished,Threat
I'm stalking you,Threat
Your life is over,Threat
I'll hurt you,Threat
I'm coming for you,Threat
I know where you live,Threat
You'll regret this,Threat
You'll regret this,Threat
I'm stalking you,Threat
I will end you,Threat
I'm stalking you,Threat
You deserve pain,Threat
You'll regret this,Threat
I know where you live,Threat
I'm stalking you,Threat
You're done for,Threat
You'll pay for this,Threat
Kill yourself,Threat
Your life is over,Threat
You'll regret this,Threat
Drop dead,Threat
You'll lose everything,Threat
You should die,Threat
I'll break you,Threat
I'll hurt you,Threat
I'll destroy you,Threat
You're finished,Threat
You'll pay for this,Threat
You deserve pain,Threat
You're done for,Threat
I will end you,Threat
You'll regret this,Threat
You're finished,Threat
I hope you die,Threat
You'll regret this,Threat
I'm coming for you,Threat
I hope you die,Threat
I know where you live,Threat
I'm coming for you,Threat
I'll break you,Threat
I know where you live,Threat
Your life is over,Threat
I'm stalking you,Threat
You'll lose everything,Threat
You'll lose everything,Threat
I'll destroy you,Threat
You'll pay for this,Threat
Watch your back,Threat
Drop dead,Threat
You're finished,Threat
I will end you,Threat
You're done for,Threat
I'll destroy you,Threat
You'll regret this,Threat
I'll hurt you,Threat
You're done for,Threat
I'll find you,Threat
I know where you live,Threat
You're done for,Threat
You'll regret this,Threat
I hope you die,Threat
I'm coming for you,Threat
You'll regret this,Threat
You'll regret this,Threat
I'm stalking you,Threat
You should die,Threat
You deserve pain,Threat
Kill yourself,Threat
Watch your back,Threat
You're finished,Threat
I'll hurt you,Threat
I know where you live,Threat
You'll regret this,Threat
I know where you live,Threat
You'll pay for this,Threat
You'll pay for this,Threat
Kill yourself,Threat
You'll pay for this,Threat
Your life is over,Threat
Kill yourself,Threat
I'll destroy you,Threat
Watch your back,Threat
I will end you,Threat
I'll break you,Threat
I know where you live,Threat
You're done for,Threat
You should die,Threat
I'll find you,Threat
Watch your back,Threat
Watch your back,Threat
I'll break you,Threat
You deserve pain,Threat
You'll regret this,Threat
You're done for,Threat
I'll destroy you,Threat
You're done for,Threat
I'll break you,Threat
I know where you live,Threat
I'm coming for you,Threat
You should die,Threat
You deserve pain,Threat
I'll destroy you,Threat
You'll regret this,Threat
Drop dead,Threat
I'll hurt you,Threat
You deserve pain,Threat
I'm stalking you,Threat
I'll break you,Threat
You'll pay for this,Threat
You deserve pain,Threat
You deserve pain,Threat
Watch your back,Threat
Drop dead,Threat
I'll break you,Threat
Your life is over,Threat
I will end you,Threat
Watch your back,Threat
I'm stalking you,Threat
Kill yourself,Threat
I'll find you,Threat
I'll destroy you,Threat
I'll find you,Threat
Watch your back,Threat
Kill yourself,Threat
I know where you live,Threat
You'll regret this,Threat
You'll pay for this,Threat
You'll regret this,Threat
Drop dead,Threat
You'll lose everything,Threat
You'll pay for this,Threat
I'll break you,Threat
I'm stalking you,Threat
You're finished,Threat
You deserve pain,Threat
You'll pay for this,Threat
You should die,Threat
You'll lose everything,Threat
You'll pay for this,Threat
You'll pay for this,Threat
Your life is over,Threat
Watch your back,Threat
I'll hurt you,Threat
You deserve pain,Threat
I'll find you,Threat
Drop dead,Threat
I will end you,Threat
Drop dead,Threat
You'll regret this,Threat
Kill yourself,Threat
I'll find you,Threat
I'll find you,Threat
I will end you,Threat
You'll lose everything,Threat
You'll regret this,Threat
I know where you live,Threat
I hope you die,Threat
You're done for,Threat
I know where you live,Threat
You deserve pain,Threat
You'll pay for this,Threat
You should die,Threat
I hope you die,Threat
I'll break you,Threat
You should die,Threat
Kill yourself,Threat
Watch your back,Threat
You'll regret this,Threat
You'll lose everything,Threat
You deserve pain,Threat
I know where you live,Threat
I hope you die,Threat
You'll regret this,Threat
You're finished,Threat
You'll pay for this,Threat
I know where you live,Threat
I'll find you,Threat
You'll regret this,Threat
I hope you die,Threat
You should die,Threat
You'll regret this,Threat
I'll find you,Threat
You should die,Threat
I'll hurt you,Threat
I'm coming for you,Threat
Watch your back,Threat
Kill yourself,Threat
Drop dead,Threat
I'll break you,Threat
Your life is over,Threat
You'll regret this,Threat
Watch your back,Threat
You'll regret this,Threat
I hope you die,Threat
I hope you die,Threat
You'll pay for this,Threat
You'll regret this,Threat
You're finished,Threat
Watch your back,Threat
You'll regret this,Threat
Kill yourself,Threat
You're finished,Threat
Watch your back,Threat
You should die,Threat
You'll regret this,Threat
You're done for,Threat
I'll find you,Threat
I know where you live,Threat
You'll regret this,Threat
Your life is over,Threat
You'll lose everything,Threat
You'll pay for this,Threat
I know where you live,Threat
You'll pay for this,Threat
I will end you,Threat
You're done for,Threat
You deserve pain,Threat
I'll break you,Threat
I'm coming for you,Threat
I'll break you,Threat
I'll break you,Threat
You'll regret this,Threat
Kill yourself,Threat
I'll destroy you,Threat
I'm stalking you,Threat
You'll lose everything,Threat
You should die,Threat
I hope you die,Threat
I know where you live,Threat
I will end you,Threat
Drop dead,Threat
Kill yourself,Threat
You'll pay for this,Threat
I will end you,Threat
I hope you die,Threat
You'll lose everything,Threat
I'm stalking you,Threat
You'll regret this,Threat
I'll destroy you,Threat
You should die,Threat
You deserve pain,Threat
I hope you die,Threat
You should die,Threat
I will end you,Threat
Your life is over,Threat
You'll pay for this,Threat
I'm coming for you,Threat
I'm stalking you,Threat
You're done for,Threat
Drop dead,Threat
You're done for,Threat
I'm stalking you,Threat
Your life is over,Threat
I'm coming for you,Threat
I hope you die,Threat
You'll pay for this,Threat
I'm coming for you,Threat
You'll regret this,Threat
I'll hurt you,Threat
Drop dead,Threat
You'll regret this,Threat
I'll destroy you,Threat
You deserve pain,Threat
I'm coming for you,Threat
I'll break you,Threat
Drop dead,Threat
You'll regret this,Threat
I hope you die,Threat
You should die,Threat
I'll find you,Threat
You're done for,Threat
I'll break you,Threat
Your life is over,Threat
You're finished,Threat
You'll pay for this,Threat
I'll find you,Threat
I'll find you,Threat
Kill yourself,Threat
You're finished,Threat
I'm stalking you,Threat
You're done for,Threat
You're done for,Threat
Your life is over,Threat
Watch your back,Threat
I'll find you,Threat
I'll hurt you,Threat
Drop dead,Threat
Kill yourself,Threat
You'll regret this,Threat
I hope you die,Threat
I'm coming for you,Threat
You'll regret this,Threat
I'll destroy you,Threat
I'll hurt you,Threat
I will end you,Threat
I know where you live,Threat
You'll lose everything,Threat
I know where you live,Threat
I'll break you,Threat
I'm stalking you,Threat
Watch your back,Threat
You deserve pain,Threat
You deserve pain,Threat
I'll hurt you,Threat
I'll break you,Threat
I'll break you,Threat
You'll lose everything,Threat
Watch your back,Threat
I'm stalking you,Threat
I'm stalking you,Threat
You'll regret this,Threat
I'm coming for you,Threat
You'll pay for this,Threat
You should die,Threat
I know where you live,Threat
You deserve pain,Threat
You're done for,Threat
I'll break you,Threat
Your life is over,Threat
I hope you die,Threat
I will end you,Threat
Watch your back,Threat
Watch your back,Threat
Your life is over,Threat
You'll pay for this,Threat
I'm coming for you,Threat
You're finished,Threat
Your life is over,Threat
Your life is over,Threat
I'll destroy you,Threat
You'll pay for this,Threat
You'll regret this,Threat
I'll find you,Threat
I'm coming for you,Threat
Your life is over,Threat
You'll lose everything,Threat
I'll find you,Threat
Kill yourself,Threat
Your life is over,Threat
I'm coming for you,Threat
You'll pay for this,Threat
You should die,Threat
I'll hurt you,Threat
You'll lose everything,Threat
I'm stalking you,Threat
You should die,Threat
You'll lose everything,Threat
I'm coming for you,Threat
I'll hurt you,Threat
You'll pay for this,Threat
I'll find you,Threat
I'll find you,Threat
You're finished,Threat
You're done for,Threat
I'm coming for you,Threat
I'll break you,Threat
I will end you,Threat
You'll lose everything,Threat
You're finished,Threat
You're done for,Threat
Drop dead,Threat
You'll regret this,Threat
Watch your back,Threat
You're finished,Threat
I'm stalking you,Threat
You're finished,Threat
Your life is over,Threat
Your life is over,Threat
Watch your back,Threat
I'm coming for you,Threat
Kill yourself,Threat
Drop dead,Threat
I will end you,Threat
You should die,Threat
Your life is over,Threat
You'll pay for this,Threat
You're done for,Threat
I know where you live,Threat
You'll regret this,Threat
Your life is over,Threat
You deserve pain,Threat
I'm stalking you,Threat
I'll destroy you,Threat
You'll lose everything,Threat
You'll pay for this,Threat
You'll pay for this,Threat
You'll regret this,Threat
You're finished,Threat
I'll break you,Threat
You deserve pain,Threat
I hope you die,Threat
Drop dead,Threat
You'll lose everything,Threat
I'm stalking you,Threat
You'll regret this,Threat
You deserve pain,Threat
I'll hurt you,Threat
Your life is over,Threat
You'll regret this,Threat
I'll find you,Threat
I'll break you,Threat
I hope you die,Threat
I hope you die,Threat
You deserve pain,Threat
You should die,Threat
I know where you live,Threat
Watch your back,Threat
You're done for,Threat
I'll find you,Threat
I'm coming for you,Threat
You should die,Threat
You'll regret this,Threat
Watch your back,Threat
You should die,Threat
I'm coming for you,Threat
You're finished,Threat
I'm stalking you,Threat
I'll find you,Threat
I'll find you,Threat
I hope you die,Threat
I know where you live,Threat
I hope you die,Threat
Your life is over,Threat
Watch your back,Threat
I'll find you,Threat
You'll lose everything,Threat
I'll break you,Threat
You'll pay for this,Threat
I'm coming for you,Threat
Kill yourself,Threat
I'm coming for you,Threat
I'll break you,Threat
I know where you live,Threat
You'll lose everything,Threat
You'll regret this,Threat
You should die,Threat
I'll break you,Threat
I hope you die,Threat
You should die,Threat
I'll find you,Threat
You should die,Threat
I know where you live,Threat
You're finished,Threat
I hope you die,Threat
I'll break you,Threat
I'll destroy you,Threat
You'll lose everything,Threat
I'm coming for you,Threat
You'll pay for this,Threat
I hope you die,Threat
You'll regret this,Threat
I'll find you,Threat
You'll pay for this,Threat
Your life is over,Threat
I will end you,Threat
Your life is over,Threat
I'm coming for you,Threat
You're done for,Threat
I'll hurt you,Threat
I'll break you,Threat
You'll lose everything,Threat
You'll pay for this,Threat
I will end you,Threat
Drop dead,Threat
I'll break you,Threat
I hope you die,Threat
You deserve pain,Threat
You're finished,Threat
I'll find you,Threat
I'll find you,Threat
You'll pay for this,Threat
You'll regret this,Threat
Kill yourself,Threat
You'll lose everything,Threat
I'll hurt you,Threat
I'll destroy you,Threat
You're finished,Threat
I will end you,Threat
I'm stalking you,Threat
I will end you,Threat
I know where you live,Threat
I'm coming for you,Threat
Your life is over,Threat
I'm coming for you,Threat
You'll pay for this,Threat
You'll regret this,Threat
I'll break you,Threat
You should die,Threat
I'll break you,Threat
I hope you die,Threat
Your life is over,Threat
I'll destroy you,Threat
I know where you live,Threat
I'll destroy you,Threat
Kill yourself,Threat
Drop dead,Threat
You deserve pain,Threat
Kill yourself,Threat
I'll find you,Threat
I'll find you,Threat
I'll hurt you,Threat
You'll lose everything,Threat
I know where you live,Threat
You deserve pain,Threat
You deserve pain,Threat
I'm coming for you,Threat
You're done for,Threat
Your life is over,Threat
You're done for,Threat
You'll pay for this,Threat
You should die,Threat
You deserve pain,Threat
You're finished,Threat
You're done for,Threat
I will end you,Threat
I'll find you,Threat
I'll destroy you,Threat
You're done for,Threat
You should die,Threat
I'll hurt you,Threat
I'll find you,Threat
I'll break you,Threat
You're done for,Threat
I'll break you,Threat
You'll regret this,Threat
You're done for,Threat
You deserve pain,Threat
I'm coming for you,Threat
I'm stalking you,Threat
I will end you,Threat
I'm stalking you,Threat
I'll break you,Threat
I will end you,Threat
I hope you die,Threat
I'll hurt you,Threat
You'll pay for this,Threat
You should die,Threat
I'll hurt you,Threat
Your life is over,Threat
Your life is over,Threat
You're finished,Threat
Kill yourself,Threat
I'll hurt you,Threat
You're finished,Threat
Drop dead,Threat
I'm stalking you,Threat
I'll hurt you,Threat
I hope you die,Threat
I know where you live,Threat
I'll find you,Threat
You'll pay for this,Threat
I'll break you,Threat
Watch your back,Threat
You'll regret this,Threat
You're finished,Threat
You'll lose everything,Threat
I'll find you,Threat
Kill yourself,Threat
You'll pay for this,Threat
I'll break you,Threat
Watch your back,Threat
You're finished,Threat
I'll hurt you,Threat
I know where you live,Threat
You should die,Threat
I'm coming for you,Threat
You're finished,Threat
Drop dead,Threat
Drop dead,Threat
You'll lose everything,Threat
I know where you live,Threat
You deserve pain,Threat
I'll hurt you,Threat
Drop dead,Threat
You deserve pain,Threat
I'm coming for you,Threat
Watch your back,Threat
You'll regret this,Threat
Your life is over,Threat
Your life is over,Threat
You'll lose everything,Threat
I hope you die,Threat
Kill yourself,Threat
Kill yourself,Threat
I know where you live,Threat
Kill yourself,Threat
Drop dead,Threat
I'm stalking you,Threat
I know where you live,Threat
Drop dead,Threat
I'll break you,Threat
You deserve pain,Threat
You'll lose everything,Threat
I'm stalking you,Threat
You'll regret this,Threat
You're done for,Threat
You'll pay for this,Threat
You'll lose everything,Threat
Kill yourself,Threat
Drop dead,Threat
You'll pay for this,Threat
I know where you live,Threat
I'll destroy you,Threat
Kill yourself,Threat
I'll break you,Threat
Kill yourself,Threat
I hope you die,Threat
Kill yourself,Threat
I'll break you,Threat
You'll lose everything,Threat
You'll regret this,Threat
I'm stalking you,Threat
You should die,Threat
You deserve pain,Threat
You'll lose everything,Threat
I'm stalking you,Threat
You're done for,Threat
I hope you die,Threat
I'll break you,Threat
I'll hurt you,Threat
You'll lose everything,Threat
I know where you live,Threat
I'll hurt you,Threat
Drop dead,Threat
I know where you live,Threat
Your life is over,Threat
You deserve pain,Threat
You'll lose everything,Threat
You'll pay for this,Threat
I'm stalking you,Threat
Drop dead,Threat
You should die,Threat
You'll pay for this,Threat
I'll hurt you,Threat
I hope you die,Threat
You'll lose everything,Threat
Kill yourself,Threat
Your life is over,Threat
I'll find you,Threat
You're done for,Threat
You should die,Threat
You'll regret this,Threat
I know where you live,Threat
You're finished,Threat
I hope you die,Threat
I know where you live,Threat
You're finished,Threat
I'm stalking you,Threat
I will end you,Threat
I hope you die,Threat
I'm stalking you,Threat
You're finished,Threat
I hope you die,Threat
You're done for,Threat
You deserve pain,Threat
I'll hurt you,Threat
I will end you,Threat
I'm coming for you,Threat
I'm stalking you,Threat
Drop dead,Threat
Kill yourself,Threat
Watch your back,Threat
I'll break you,Threat
Kill yourself,Threat
I hope you die,Threat
Your life is over,Threat
You deserve pain,Threat
You deserve pain,Threat
You'll pay for this,Threat
You should die,Threat
Drop dead,Threat
I will end you,Threat
I know where you live,Threat
I'll find you,Threat
I'll find you,Threat
You'll pay for this,Threat
I hope you die,Threat
I hope you die,Threat
I'll hurt you,Threat
You're done for,Threat
You'll lose everything,Threat
Kill yourself,Threat
I'm stalking you,Threat
You'll regret this,Threat
I will end you,Threat
You're finished,Threat
I'll find you,Threat
Your life is over,Threat
You'll lose everything,Threat
I'll hurt you,Threat
I hope you die,Threat
Watch your back,Threat
Watch your back,Threat
You'll regret this,Threat
I'll destroy you,Threat
I will end you,Threat
You'll regret this,Threat
Kill yourself,Threat
I hope you die,Threat
I'll break you,Threat
You'll regret this,Threat
You deserve pain,Threat
I'm stalking you,Threat
I hope you die,Threat
You're done for,Threat
I'll find you,Threat
I know where you live,Threat
You deserve pain,Threat
I'll break you,Threat
You'll lose everything,Threat
I will end you,Threat
I'll destroy you,Threat
Your life is over,Threat
I'll break you,Threat
You deserve pain,Threat
You'll lose everything,Threat
You deserve pain,Threat
Your life is over,Threat
I'll find you,Threat
I know where you live,Threat
I hope you die,Threat
I know where you live,Threat
I'll break you,Threat
You should die,Threat
You're finished,Threat
I'll hurt you,Threat
You'll regret this,Threat
Your life is over,Threat
Your life is over,Threat
I'll hurt you,Threat
You deserve pain,Threat
You'll regret this,Threat
Watch your back,Threat
Your life is over,Threat
I'll break you,Threat
I'll destroy you,Threat
I will end you,Threat
You're finished,Threat
I'll find you,Threat
I'll break you,Threat
You'll pay for this,Threat
I will end you,Threat
Your life is over,Threat
I'll destroy you,Threat
You should die,Threat
You should die,Threat
I will end you,Threat
Watch your back,Threat
You deserve pain,Threat
Your life is over,Threat
I'll hurt you,Threat
I'll find you,Threat
I'll destroy you,Threat
I'll find you,Threat
You'll lose everything,Threat
You're done for,Threat
I hope you die,Threat
You're done for,Threat
Drop dead,Threat
I will end you,Threat
I'll break you,Threat
I'll find you,Threat
You're done for,Threat
Watch your back,Threat
I'll find you,Threat
I'll break you,Threat
I'm coming for you,Threat
You deserve pain,Threat
Your life is over,Threat
I'll destroy you,Threat
You'll regret this,Threat
You deserve pain,Threat
Watch your back,Threat
I'm stalking you,Threat
You'll regret this,Threat
I hope you die,Threat
Your life is over,Threat
You deserve pain,Threat
You should die,Threat
You'll lose everything,Threat
I'll find you,Threat
You should die,Threat
I'll find you,Threat
You're finished,Threat
I know where you live,Threat
I'll hurt you,Threat
You deserve pain,Threat
You're done for,Threat
You'll pay for this,Threat
You'll lose everything,Threat
Kill yourself,Threat
You're finished,Threat
You deserve pain,Threat
Your life is over,Threat
You should die,Threat
Your life is over,Threat
Kill yourself,Threat
I will end you,Threat
You'll pay for this,Threat
I'll destroy you,Threat
I hope you die,Threat
I'm coming for you,Threat
You should die,Threat
You'll pay for this,Threat
I'll destroy you,Threat
Drop dead,Threat
You'll pay for this,Threat
I'll hurt you,Threat
I know where you live,Threat
I'll find you,Threat
I'll hurt you,Threat
Your life is over,Threat
You should die,Threat
Your life is over,Threat
I'll destroy you,Threat
I know where you live,Threat
You'll regret this,Threat
I'll destroy you,Threat
I'll find you,Threat
You should die,Threat
I'll find you,Threat
Your life is over,Threat
I hope you die,Threat
You're incredible,not_cyberbullying
You inspire me,not_cyberbullying
You're smart,not_cyberbullying
You can do it,not_cyberbullying
You're my inspiration,not_cyberbullying
Great job,not_cyberbullying
You're amazing,not_cyberbullying
You're reliable,not_cyberbullying
I love working with you,not_cyberbullying
You're brilliant,not_cyberbullying
You're innovative,not_cyberbullying
You're trustworthy,not_cyberbullying
You're remarkable,not_cyberbullying
You're awesome,not_cyberbullying
Congratulations,not_cyberbullying
You're creative,not_cyberbullying
You're reliable,not_cyberbullying
You're caring,not_cyberbullying
You're outstanding,not_cyberbullying
You're my inspiration,not_cyberbullying
You're excellent,not_cyberbullying
You're amazing,not_cyberbullying
You inspire me,not_cyberbullying
You're intelligent,not_cyberbullying
You're wise,not_cyberbullying
Keep going,not_cyberbullying
You're trustworthy,not_cyberbullying
You're reliable,not_cyberbullying
You inspire me,not_cyberbullying
You're wonderful,not_cyberbullying
You're great,not_cyberbullying
You're supportive,not_cyberbullying
You're talented,not_cyberbullying
Great job,not_cyberbullying
I'm proud of you,not_cyberbullying
Thank you,not_cyberbullying
You're trustworthy,not_cyberbullying
You're innovative,not_cyberbullying
I love working with you,not_cyberbullying
You're trustworthy,not_cyberbullying
Excellent work,not_cyberbullying
You're awesome,not_cyberbullying
You're amazing,not_cyberbullying
You're kind,not_cyberbullying
You're amazing,not_cyberbullying
You're kind,not_cyberbullying
You're wonderful,not_cyberbullying
You're great,not_cyberbullying
You're caring,not_cyberbullying
You're kind,not_cyberbullying
You're wise,not_cyberbullying
I believe in you,not_cyberbullying
Perfect,not_cyberbullying
You're reliable,not_cyberbullying
You're trustworthy,not_cyberbullying
You're fantastic,not_cyberbullying
You're caring,not_cyberbullying
You're kind,not_cyberbullying
I admire you,not_cyberbullying
You're capable,not_cyberbullying
Keep going,not_cyberbullying
You're innovative,not_cyberbullying
Excellent work,not_cyberbullying
Congratulations,not_cyberbullying
I respect you,not_cyberbullying
You're fantastic,not_cyberbullying
You're outstanding,not_cyberbullying
I admire you,not_cyberbullying
Good work,not_cyberbullying
You can do it,not_cyberbullying
Great job,not_cyberbullying
You're capable,not_cyberbullying
I'm proud of you,not_cyberbullying
You're incredible,not_cyberbullying
You're my inspiration,not_cyberbullying
I'm proud of you,not_cyberbullying
I admire you,not_cyberbullying
You inspire me,not_cyberbullying
You're reliable,not_cyberbullying
I'm proud of you,not_cyberbullying
You're brilliant,not_cyberbullying
You're incredible,not_cyberbullying
You're caring,not_cyberbullying
Good work,not_cyberbullying
I believe in you,not_cyberbullying
Nice job,not_cyberbullying
You're incredible,not_cyberbullying
You're outstanding,not_cyberbullying
You're capable,not_cyberbullying
Excellent work,not_cyberbullying
You're intelligent,not_cyberbullying
You're supportive,not_cyberbullying
You're capable,not_cyberbullying
You're creative,not_cyberbullying
I admire you,not_cyberbullying
You're creative,not_cyberbullying
You're wonderful,not_cyberbullying
You can do it,not_cyberbullying
I admire you,not_cyberbullying
You inspire me,not_cyberbullying
You're wonderful,not_cyberbullying
You're intelligent,not_cyberbullying
Nice job,not_cyberbullying
You're strong,not_cyberbullying
Thank you,not_cyberbullying
I admire you,not_cyberbullying
You're supportive,not_cyberbullying
You're kind,not_cyberbullying
You're wise,not_cyberbullying
You're outstanding,not_cyberbullying
I love working with you,not_cyberbullying
You're intelligent,not_cyberbullying
You're wise,not_cyberbullying
I'm proud of you,not_cyberbullying
Great job,not_cyberbullying
You're incredible,not_cyberbullying
You're great,not_cyberbullying
You're creative,not_cyberbullying
You're intelligent,not_cyberbullying
You're awesome,not_cyberbullying
You're awesome,not_cyberbullying
You're remarkable,not_cyberbullying
Congratulations,not_cyberbullying
You're awesome,not_cyberbullying
Excellent work,not_cyberbullying
I believe in you,not_cyberbullying
You're kind,not_cyberbullying
I appreciate you,not_cyberbullying
You can do it,not_cyberbullying
Great job,not_cyberbullying
You're fantastic,not_cyberbullying
Amazing effort,not_cyberbullying
You're great,not_cyberbullying
You're reliable,not_cyberbullying
I respect you,not_cyberbullying
You're supportive,not_cyberbullying
Congratulations,not_cyberbullying
Excellent work,not_cyberbullying
You're my inspiration,not_cyberbullying
You're caring,not_cyberbullying
You inspire me,not_cyberbullying
You can do it,not_cyberbullying
You're remarkable,not_cyberbullying
You're my inspiration,not_cyberbullying
I love working with you,not_cyberbullying
I believe in you,not_cyberbullying
You're brilliant,not_cyberbullying
You're intelligent,not_cyberbullying
Thank you,not_cyberbullying
Amazing effort,not_cyberbullying
I respect you,not_cyberbullying
I'm proud of you,not_cyberbullying
Excellent work,not_cyberbullying
I appreciate you,not_cyberbullying
You're a good friend,not_cyberbullying
You're outstanding,not_cyberbullying
You're innovative,not_cyberbullying
I love working with you,not_cyberbullying
I love working with you,not_cyberbullying
You're outstanding,not_cyberbullying
You're great,not_cyberbullying
Nice job,not_cyberbullying
You're incredible,not_cyberbullying
You're supportive,not_cyberbullying
I love working with you,not_cyberbullying
Excellent work,not_cyberbullying
I'm proud of you,not_cyberbullying
You're fantastic,not_cyberbullying
You're reliable,not_cyberbullying
You're wonderful,not_cyberbullying
You're kind,not_cyberbullying
You're strong,not_cyberbullying
I'm proud of you,not_cyberbullying
You inspire me,not_cyberbullying
You're supportive,not_cyberbullying
I appreciate you,not_cyberbullying
You're capable,not_cyberbullying
I appreciate you,not_cyberbullying
You're a good friend,not_cyberbullying
Keep going,not_cyberbullying
Good work,not_cyberbullying
I believe in you,not_cyberbullying
You're remarkable,not_cyberbullying
I respect you,not_cyberbullying
You can do it,not_cyberbullying
You're wise,not_cyberbullying
You're kind,not_cyberbullying
You're talented,not_cyberbullying
You're great,not_cyberbullying
Amazing effort,not_cyberbullying
Great job,not_cyberbullying
Keep going,not_cyberbullying
You're capable,not_cyberbullying
You're awesome,not_cyberbullying
